query_id,query_type,method,selected_method,mrr,recall@1,recall@3,recall@5,first_rank
q00426,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00427,4,type_aware,type_aware,0.0018726591760299626,0.0,0.0,0.0,534
q00428,4,type_aware,type_aware,0.058823529411764705,0.0,0.0,0.0,17
q00429,4,type_aware,type_aware,0.25,0.0,0.0,1.0,4
q00430,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00431,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00432,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00433,4,type_aware,type_aware,0.25,0.0,0.0,1.0,4
q00434,4,type_aware,type_aware,0.2,0.0,0.0,1.0,5
q00435,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00436,4,type_aware,type_aware,0.038461538461538464,0.0,0.0,0.0,26
q00437,4,type_aware,type_aware,0.14285714285714285,0.0,0.0,0.0,7
q00438,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00439,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00441,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00442,4,type_aware,type_aware,0.25,0.0,0.0,1.0,4
q00443,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00444,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00445,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00446,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00447,4,type_aware,type_aware,0.125,0.0,0.0,0.0,8
q00448,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00449,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00450,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00451,4,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00457,5,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00458,5,type_aware,type_aware,0.08333333333333333,0.0,0.0,0.0,12
q00459,5,type_aware,type_aware,0.25,0.0,0.0,1.0,4
q00460,5,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00461,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00462,5,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00463,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00464,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00465,5,type_aware,type_aware,0.002702702702702703,0.0,0.0,0.0,370
q00467,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00468,5,type_aware,type_aware,0.2,0.0,0.0,1.0,5
q00469,5,type_aware,type_aware,0.03333333333333333,0.0,0.0,0.0,30
q00470,5,type_aware,type_aware,0.009708737864077669,0.0,0.0,0.0,103
q00472,5,type_aware,type_aware,0.02040816326530612,0.0,0.0,0.0,49
q00473,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00474,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00475,5,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00476,5,type_aware,type_aware,0.003125,0.0,0.0,0.0,320
q00477,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00479,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00480,5,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00481,5,type_aware,type_aware,0.08333333333333333,0.0,0.0,0.0,12
q00482,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00483,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00484,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00485,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00486,5,type_aware,type_aware,0.007518796992481203,0.0,0.0,0.0,133
q00487,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00488,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00490,5,type_aware,type_aware,0.008928571428571428,0.0,0.0,0.0,112
q00491,5,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00492,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00493,5,type_aware,type_aware,0.0625,0.0,0.0,0.0,16
q00494,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00495,5,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00498,3,type_aware,type_aware,0.0047169811320754715,0.0,0.0,0.0,212
q00499,1,type_aware,type_aware,0.020833333333333332,0.0,0.0,0.0,48
q00500,2,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00501,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00502,3,type_aware,type_aware,0.038461538461538464,0.0,0.0,0.0,26
q00503,1,type_aware,type_aware,0.14285714285714285,0.0,0.0,0.0,7
q00504,2,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00505,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00506,2,type_aware,type_aware,0.1111111111111111,0.0,0.0,0.0,9
q00507,2,type_aware,type_aware,0.020833333333333332,0.0,0.0,0.0,48
q00508,1,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00509,1,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00510,3,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00511,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00512,3,type_aware,type_aware,0.012987012987012988,0.0,0.0,0.0,77
q00513,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00514,2,type_aware,type_aware,0.16666666666666666,0.0,0.0,0.0,6
q00515,2,type_aware,type_aware,0.022727272727272728,0.0,0.0,0.0,44
q00516,2,type_aware,type_aware,0.09090909090909091,0.0,0.0,0.0,11
q00517,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00518,2,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00519,2,type_aware,type_aware,0.125,0.0,0.0,0.0,8
q00520,2,type_aware,type_aware,0.2,0.0,0.0,1.0,5
q00521,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00522,2,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00523,2,type_aware,type_aware,0.16666666666666666,0.0,0.0,0.0,6
q00524,2,type_aware,type_aware,0.0625,0.0,0.0,0.0,16
q00525,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00526,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00527,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00528,1,type_aware,type_aware,0.125,0.0,0.0,0.0,8
q00529,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00530,2,type_aware,type_aware,0.25,0.0,0.0,1.0,4
q00531,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00532,1,type_aware,type_aware,0.09090909090909091,0.0,0.0,0.0,11
q00533,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00534,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00535,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00536,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00537,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00538,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00539,2,type_aware,type_aware,0.07692307692307693,0.0,0.0,0.0,13
q00540,1,type_aware,type_aware,0.024390243902439025,0.0,0.0,0.0,41
q00541,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00542,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00543,2,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00544,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00545,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00546,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00547,1,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00548,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00549,1,type_aware,type_aware,0.09090909090909091,0.0,0.0,0.0,11
q00550,1,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00551,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00553,1,type_aware,type_aware,0.14285714285714285,0.0,0.0,0.0,7
q00554,1,type_aware,type_aware,0.04,0.0,0.0,0.0,25
q00555,2,type_aware,type_aware,0.16666666666666666,0.0,0.0,0.0,6
q00556,1,type_aware,type_aware,0.09090909090909091,0.0,0.0,0.0,11
q00557,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00558,3,type_aware,type_aware,0.018867924528301886,0.0,0.0,0.0,53
q00559,1,type_aware,type_aware,0.14285714285714285,0.0,0.0,0.0,7
q00560,1,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00561,1,type_aware,type_aware,0.07142857142857142,0.0,0.0,0.0,14
q00562,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00563,2,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00564,3,type_aware,type_aware,0.016129032258064516,0.0,0.0,0.0,62
q00565,1,type_aware,type_aware,0.07142857142857142,0.0,0.0,0.0,14
q00566,3,type_aware,type_aware,0.05555555555555555,0.0,0.0,0.0,18
q00567,1,type_aware,type_aware,0.058823529411764705,0.0,0.0,0.0,17
q00568,1,type_aware,type_aware,0.25,0.0,0.0,1.0,4
q00569,1,type_aware,type_aware,0.038461538461538464,0.0,0.0,0.0,26
q00570,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00571,3,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00572,1,type_aware,type_aware,0.05263157894736842,0.0,0.0,0.0,19
q00573,1,type_aware,type_aware,0.2,0.0,0.0,1.0,5
q00574,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00575,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00576,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00577,1,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00578,1,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00579,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00580,1,type_aware,type_aware,0.1,0.0,0.0,0.0,10
q00581,1,type_aware,type_aware,0.2,0.0,0.0,1.0,5
q00582,3,type_aware,type_aware,0.00819672131147541,0.0,0.0,0.0,122
q00583,3,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00584,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00585,3,type_aware,type_aware,0.02040816326530612,0.0,0.0,0.0,49
q00586,4,type_aware,type_aware,0.16666666666666666,0.0,0.0,0.0,6
q00587,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00588,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00589,4,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00591,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00592,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00593,4,type_aware,type_aware,0.030303030303030304,0.0,0.0,0.0,33
q00594,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00595,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00596,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00597,4,type_aware,type_aware,0.07692307692307693,0.0,0.0,0.0,13
q00598,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00599,4,type_aware,type_aware,0.2,0.0,0.0,1.0,5
q00600,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00601,4,type_aware,type_aware,0.03125,0.0,0.0,0.0,32
q00602,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00603,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00604,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00605,4,type_aware,type_aware,0.25,0.0,0.0,1.0,4
q00607,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00608,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00609,4,type_aware,type_aware,0.1,0.0,0.0,0.0,10
q00610,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00611,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00612,4,type_aware,type_aware,0.1,0.0,0.0,0.0,10
q00613,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00614,4,type_aware,type_aware,0.1,0.0,0.0,0.0,10
q00615,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00616,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00617,4,type_aware,type_aware,0.007692307692307693,0.0,0.0,0.0,130
q00618,4,type_aware,type_aware,0.2,0.0,0.0,1.0,5
q00619,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00620,4,type_aware,type_aware,0.07142857142857142,0.0,0.0,0.0,14
q00621,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00622,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00623,4,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00624,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00625,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00626,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00627,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00628,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00629,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00630,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00631,4,type_aware,type_aware,0.25,0.0,0.0,1.0,4
q00632,4,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00633,4,type_aware,type_aware,0.03225806451612903,0.0,0.0,0.0,31
q00634,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00635,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00636,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00637,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00638,4,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00639,4,type_aware,type_aware,0.07692307692307693,0.0,0.0,0.0,13
q00640,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00641,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00643,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00645,4,type_aware,type_aware,0.08333333333333333,0.0,0.0,0.0,12
q00646,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00647,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00649,4,type_aware,type_aware,0.012195121951219513,0.0,0.0,0.0,82
q00650,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00651,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00652,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00653,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00655,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00656,4,type_aware,type_aware,0.029411764705882353,0.0,0.0,0.0,34
q00657,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00658,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00659,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00660,4,type_aware,type_aware,0.0625,0.0,0.0,0.0,16
q00661,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00662,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00664,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00665,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00667,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00668,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00669,4,type_aware,type_aware,0.16666666666666666,0.0,0.0,0.0,6
q00672,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00673,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00674,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00675,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00676,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00678,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00679,4,type_aware,type_aware,0.14285714285714285,0.0,0.0,0.0,7
q00680,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00681,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00683,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00684,4,type_aware,type_aware,0.02127659574468085,0.0,0.0,0.0,47
q00685,4,type_aware,type_aware,0.14285714285714285,0.0,0.0,0.0,7
q00686,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00688,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00690,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00691,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00692,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00693,4,type_aware,type_aware,0.08333333333333333,0.0,0.0,0.0,12
q00694,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00695,4,type_aware,type_aware,0.16666666666666666,0.0,0.0,0.0,6
q00696,4,type_aware,type_aware,0.029411764705882353,0.0,0.0,0.0,34
q00697,5,type_aware,type_aware,0.08333333333333333,0.0,0.0,0.0,12
q00698,5,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00699,5,type_aware,type_aware,0.05263157894736842,0.0,0.0,0.0,19
q00701,5,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00702,5,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00703,5,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00704,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00705,5,type_aware,type_aware,0.022727272727272728,0.0,0.0,0.0,44
q00706,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00707,5,type_aware,type_aware,0.16666666666666666,0.0,0.0,0.0,6
q00708,5,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00709,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00710,5,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00711,5,type_aware,type_aware,0.0625,0.0,0.0,0.0,16
q00712,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00713,5,type_aware,type_aware,0.0625,0.0,0.0,0.0,16
q00714,5,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00715,5,type_aware,type_aware,0.125,0.0,0.0,0.0,8
q00716,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00717,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00718,5,type_aware,type_aware,0.14285714285714285,0.0,0.0,0.0,7
q00719,5,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00720,5,type_aware,type_aware,0.2,0.0,0.0,1.0,5
q00721,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00722,5,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00723,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00724,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00726,5,type_aware,type_aware,0.125,0.0,0.0,0.0,8
q00728,5,type_aware,type_aware,0.0005221932114882506,0.0,0.0,0.0,1915
q00729,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00730,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00731,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00732,5,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00733,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00734,5,type_aware,type_aware,0.05555555555555555,0.0,0.0,0.0,18
q00735,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00736,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00737,5,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00738,5,type_aware,type_aware,0.25,0.0,0.0,1.0,4
q00740,5,type_aware,type_aware,0.14285714285714285,0.0,0.0,0.0,7
q00741,5,type_aware,type_aware,0.007874015748031496,0.0,0.0,0.0,127
q00742,5,type_aware,type_aware,0.043478260869565216,0.0,0.0,0.0,23
q00743,5,type_aware,type_aware,0.25,0.0,0.0,1.0,4
q00744,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00745,5,type_aware,type_aware,0.25,0.0,0.0,1.0,4
q00746,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00747,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00749,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00750,5,type_aware,type_aware,0.015625,0.0,0.0,0.0,64
q00751,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00753,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00754,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00755,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00756,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00757,5,type_aware,type_aware,0.07142857142857142,0.0,0.0,0.0,14
q00758,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00759,1,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00760,1,type_aware,type_aware,0.14285714285714285,0.0,0.0,0.0,7
q00761,3,type_aware,type_aware,0.008771929824561403,0.0,0.0,0.0,114
q00762,1,type_aware,type_aware,0.019230769230769232,0.0,0.0,0.0,52
q00763,3,type_aware,type_aware,0.016666666666666666,0.0,0.0,0.0,60
q00764,2,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00765,1,type_aware,type_aware,0.02857142857142857,0.0,0.0,0.0,35
q00766,3,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00767,1,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00768,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00769,1,type_aware,type_aware,0.02127659574468085,0.0,0.0,0.0,47
q00770,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00771,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00772,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00773,3,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00774,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00775,1,type_aware,type_aware,0.016129032258064516,0.0,0.0,0.0,62
q00776,1,type_aware,type_aware,0.16666666666666666,0.0,0.0,0.0,6
q00777,3,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00778,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00779,1,type_aware,type_aware,0.03225806451612903,0.0,0.0,0.0,31
q00780,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00781,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00782,2,type_aware,type_aware,0.043478260869565216,0.0,0.0,0.0,23
q00783,1,type_aware,type_aware,0.1,0.0,0.0,0.0,10
q00784,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00785,3,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00786,3,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00787,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00788,1,type_aware,type_aware,0.125,0.0,0.0,0.0,8
q00789,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00790,3,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00791,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00792,3,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00793,1,type_aware,type_aware,0.018867924528301886,0.0,0.0,0.0,53
q00794,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00795,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00796,1,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00797,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00798,2,type_aware,type_aware,0.125,0.0,0.0,0.0,8
q00799,1,type_aware,type_aware,0.038461538461538464,0.0,0.0,0.0,26
q00800,1,type_aware,type_aware,0.25,0.0,0.0,1.0,4
q00801,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00802,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00803,2,type_aware,type_aware,0.125,0.0,0.0,0.0,8
q00804,2,type_aware,type_aware,0.125,0.0,0.0,0.0,8
q00805,2,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00806,1,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00807,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00808,1,type_aware,type_aware,0.25,0.0,0.0,1.0,4
q00809,3,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00810,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00811,3,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00812,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00813,2,type_aware,type_aware,0.25,0.0,0.0,1.0,4
q00814,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00815,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00816,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00817,1,type_aware,type_aware,0.09090909090909091,0.0,0.0,0.0,11
q00818,2,type_aware,type_aware,0.002145922746781116,0.0,0.0,0.0,466
q00819,1,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00820,1,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00821,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00822,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00823,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00824,3,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00825,3,type_aware,type_aware,0.09090909090909091,0.0,0.0,0.0,11
q00826,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00827,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00828,3,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00829,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00830,4,type_aware,type_aware,0.09090909090909091,0.0,0.0,0.0,11
q00831,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00832,4,type_aware,type_aware,0.25,0.0,0.0,1.0,4
q00833,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00834,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00835,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00836,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2
q00837,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00838,4,type_aware,type_aware,0.25,0.0,0.0,1.0,4
q00839,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00841,4,type_aware,type_aware,0.25,0.0,0.0,1.0,4
q00842,4,type_aware,type_aware,0.125,0.0,0.0,0.0,8
q00843,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
q00844,4,type_aware,type_aware,0.25,0.0,0.0,1.0,4
q00845,4,type_aware,type_aware,0.06666666666666667,0.0,0.0,0.0,15
q00846,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1
