query_id,query_type,method,selected_method,mrr,recall@1,recall@3,recall@5,first_rank
q00487,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00488,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00490,5,query_type_router,keyword,0.015625,0.0,0.0,0.0,64
q00491,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00492,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00493,5,query_type_router,keyword,0.07142857142857142,0.0,0.0,0.0,14
q00494,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00495,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00498,3,query_type_router,type_aware,0.0047169811320754715,0.0,0.0,0.0,212
q00499,1,query_type_router,vector,0.03125,0.0,0.0,0.0,32
q00500,2,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00501,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00502,3,query_type_router,type_aware,0.038461538461538464,0.0,0.0,0.0,26
q00503,1,query_type_router,vector,0.2,0.0,0.0,1.0,5
q00504,2,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00505,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00506,2,query_type_router,type_aware,0.1111111111111111,0.0,0.0,0.0,9
q00507,2,query_type_router,type_aware,0.020833333333333332,0.0,0.0,0.0,48
q00508,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00509,1,query_type_router,vector,0.2,0.0,0.0,1.0,5
q00510,3,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00511,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00512,3,query_type_router,type_aware,0.012987012987012988,0.0,0.0,0.0,77
q00513,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00514,2,query_type_router,type_aware,0.16666666666666666,0.0,0.0,0.0,6
q00515,2,query_type_router,type_aware,0.022727272727272728,0.0,0.0,0.0,44
q00516,2,query_type_router,type_aware,0.09090909090909091,0.0,0.0,0.0,11
q00517,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00518,2,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00519,2,query_type_router,type_aware,0.125,0.0,0.0,0.0,8
q00520,2,query_type_router,type_aware,0.2,0.0,0.0,1.0,5
q00521,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00522,2,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00523,2,query_type_router,type_aware,0.16666666666666666,0.0,0.0,0.0,6
q00524,2,query_type_router,type_aware,0.0625,0.0,0.0,0.0,16
q00525,1,query_type_router,vector,0.25,0.0,0.0,1.0,4
q00526,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00527,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00528,1,query_type_router,vector,0.1111111111111111,0.0,0.0,0.0,9
q00529,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00530,2,query_type_router,type_aware,0.25,0.0,0.0,1.0,4
q00531,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00532,1,query_type_router,vector,0.058823529411764705,0.0,0.0,0.0,17
q00533,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00534,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00535,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00536,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00537,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00538,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00539,2,query_type_router,type_aware,0.07692307692307693,0.0,0.0,0.0,13
q00540,1,query_type_router,vector,0.03333333333333333,0.0,0.0,0.0,30
q00541,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00542,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00543,2,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00544,1,query_type_router,vector,0.14285714285714285,0.0,0.0,0.0,7
q00545,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00546,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00547,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00548,1,query_type_router,vector,0.5,0.0,1.0,1.0,2
q00549,1,query_type_router,vector,0.125,0.0,0.0,0.0,8
q00550,1,query_type_router,vector,0.14285714285714285,0.0,0.0,0.0,7
q00551,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00553,1,query_type_router,vector,0.3333333333333333,0.0,1.0,1.0,3
q00554,1,query_type_router,vector,0.16666666666666666,0.0,0.0,0.0,6
q00555,2,query_type_router,type_aware,0.16666666666666666,0.0,0.0,0.0,6
q00556,1,query_type_router,vector,0.25,0.0,0.0,1.0,4
q00557,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00558,3,query_type_router,type_aware,0.018867924528301886,0.0,0.0,0.0,53
q00559,1,query_type_router,vector,0.3333333333333333,0.0,1.0,1.0,3
q00560,1,query_type_router,vector,0.125,0.0,0.0,0.0,8
q00561,1,query_type_router,vector,0.08333333333333333,0.0,0.0,0.0,12
q00562,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00563,2,query_type_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00564,3,query_type_router,type_aware,0.016129032258064516,0.0,0.0,0.0,62
q00565,1,query_type_router,vector,0.1,0.0,0.0,0.0,10
q00566,3,query_type_router,type_aware,0.05555555555555555,0.0,0.0,0.0,18
q00567,1,query_type_router,vector,0.3333333333333333,0.0,1.0,1.0,3
q00568,1,query_type_router,vector,0.125,0.0,0.0,0.0,8
q00569,1,query_type_router,vector,0.09090909090909091,0.0,0.0,0.0,11
q00570,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00571,3,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00572,1,query_type_router,vector,0.09090909090909091,0.0,0.0,0.0,11
q00573,1,query_type_router,vector,0.3333333333333333,0.0,1.0,1.0,3
q00574,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00575,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00576,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00577,1,query_type_router,vector,0.08333333333333333,0.0,0.0,0.0,12
q00578,1,query_type_router,vector,0.5,0.0,1.0,1.0,2
q00579,1,query_type_router,vector,0.125,0.0,0.0,0.0,8
q00580,1,query_type_router,vector,0.0625,0.0,0.0,0.0,16
q00581,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00582,3,query_type_router,type_aware,0.00819672131147541,0.0,0.0,0.0,122
q00583,3,query_type_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00584,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00585,3,query_type_router,type_aware,0.02040816326530612,0.0,0.0,0.0,49
q00586,4,query_type_router,type_aware,0.16666666666666666,0.0,0.0,0.0,6
q00587,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00588,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00589,4,query_type_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00591,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00592,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00593,4,query_type_router,type_aware,0.030303030303030304,0.0,0.0,0.0,33
q00594,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00595,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00596,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00597,4,query_type_router,type_aware,0.07692307692307693,0.0,0.0,0.0,13
q00598,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00599,4,query_type_router,type_aware,0.2,0.0,0.0,1.0,5
q00600,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00601,4,query_type_router,type_aware,0.03125,0.0,0.0,0.0,32
q00602,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00603,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00604,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00605,4,query_type_router,type_aware,0.25,0.0,0.0,1.0,4
q00607,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00608,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00609,4,query_type_router,type_aware,0.1,0.0,0.0,0.0,10
q00610,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00611,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00612,4,query_type_router,type_aware,0.1,0.0,0.0,0.0,10
q00613,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00614,4,query_type_router,type_aware,0.1,0.0,0.0,0.0,10
q00615,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00616,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00617,4,query_type_router,type_aware,0.007692307692307693,0.0,0.0,0.0,130
q00618,4,query_type_router,type_aware,0.2,0.0,0.0,1.0,5
q00619,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00620,4,query_type_router,type_aware,0.07142857142857142,0.0,0.0,0.0,14
q00621,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00622,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00623,4,query_type_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00624,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00625,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00626,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00627,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00628,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00629,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00630,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00631,4,query_type_router,type_aware,0.25,0.0,0.0,1.0,4
q00632,4,query_type_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00633,4,query_type_router,type_aware,0.03225806451612903,0.0,0.0,0.0,31
q00634,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00635,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00636,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00637,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00638,4,query_type_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00639,4,query_type_router,type_aware,0.07692307692307693,0.0,0.0,0.0,13
q00640,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00641,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00643,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00645,4,query_type_router,type_aware,0.08333333333333333,0.0,0.0,0.0,12
q00646,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00647,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00649,4,query_type_router,type_aware,0.012195121951219513,0.0,0.0,0.0,82
q00650,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00651,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00652,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00653,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00655,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00656,4,query_type_router,type_aware,0.029411764705882353,0.0,0.0,0.0,34
q00657,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00658,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00659,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00660,4,query_type_router,type_aware,0.0625,0.0,0.0,0.0,16
q00661,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00662,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00664,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00665,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00667,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00668,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00669,4,query_type_router,type_aware,0.16666666666666666,0.0,0.0,0.0,6
q00672,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00673,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00674,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00675,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00676,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00678,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00679,4,query_type_router,type_aware,0.14285714285714285,0.0,0.0,0.0,7
q00680,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00681,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00683,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00684,4,query_type_router,type_aware,0.02127659574468085,0.0,0.0,0.0,47
q00685,4,query_type_router,type_aware,0.14285714285714285,0.0,0.0,0.0,7
q00686,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00688,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00690,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00691,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00692,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00693,4,query_type_router,type_aware,0.08333333333333333,0.0,0.0,0.0,12
q00694,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00695,4,query_type_router,type_aware,0.16666666666666666,0.0,0.0,0.0,6
q00696,4,query_type_router,type_aware,0.029411764705882353,0.0,0.0,0.0,34
q00697,5,query_type_router,keyword,0.3333333333333333,0.0,1.0,1.0,3
q00698,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00699,5,query_type_router,keyword,0.07142857142857142,0.0,0.0,0.0,14
q00701,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00702,5,query_type_router,keyword,0.5,0.0,1.0,1.0,2
q00703,5,query_type_router,keyword,0.16666666666666666,0.0,0.0,0.0,6
q00704,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00705,5,query_type_router,keyword,0.01818181818181818,0.0,0.0,0.0,55
q00706,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00707,5,query_type_router,keyword,0.1111111111111111,0.0,0.0,0.0,9
q00708,5,query_type_router,keyword,0.1111111111111111,0.0,0.0,0.0,9
q00709,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00710,5,query_type_router,keyword,0.5,0.0,1.0,1.0,2
q00711,5,query_type_router,keyword,0.0625,0.0,0.0,0.0,16
q00712,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00713,5,query_type_router,keyword,0.0136986301369863,0.0,0.0,0.0,73
q00714,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00715,5,query_type_router,keyword,0.045454545454545456,0.0,0.0,0.0,22
q00716,5,query_type_router,keyword,0.5,0.0,1.0,1.0,2
q00717,5,query_type_router,keyword,0.01818181818181818,0.0,0.0,0.0,55
q00718,5,query_type_router,keyword,0.1111111111111111,0.0,0.0,0.0,9
q00719,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00720,5,query_type_router,keyword,0.038461538461538464,0.0,0.0,0.0,26
q00721,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00722,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00723,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00724,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00726,5,query_type_router,keyword,0.25,0.0,0.0,1.0,4
q00728,5,query_type_router,keyword,0.000819672131147541,0.0,0.0,0.0,1220
q00729,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00730,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00731,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00732,5,query_type_router,keyword,0.5,0.0,1.0,1.0,2
q00733,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00734,5,query_type_router,keyword,0.08333333333333333,0.0,0.0,0.0,12
q00735,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00736,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00737,5,query_type_router,keyword,0.5,0.0,1.0,1.0,2
q00738,5,query_type_router,keyword,0.2,0.0,0.0,1.0,5
q00740,5,query_type_router,keyword,0.04,0.0,0.0,0.0,25
q00741,5,query_type_router,keyword,0.020833333333333332,0.0,0.0,0.0,48
q00742,5,query_type_router,keyword,0.25,0.0,0.0,1.0,4
q00743,5,query_type_router,keyword,0.5,0.0,1.0,1.0,2
q00744,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00745,5,query_type_router,keyword,0.16666666666666666,0.0,0.0,0.0,6
q00746,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00747,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00749,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00750,5,query_type_router,keyword,0.038461538461538464,0.0,0.0,0.0,26
q00751,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00753,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00754,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00755,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00756,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00757,5,query_type_router,keyword,0.025,0.0,0.0,0.0,40
q00758,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00759,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00760,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00761,3,query_type_router,type_aware,0.008771929824561403,0.0,0.0,0.0,114
q00762,1,query_type_router,vector,0.02631578947368421,0.0,0.0,0.0,38
q00763,3,query_type_router,type_aware,0.016666666666666666,0.0,0.0,0.0,60
q00764,2,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00765,1,query_type_router,vector,0.08333333333333333,0.0,0.0,0.0,12
q00766,3,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00767,1,query_type_router,vector,0.3333333333333333,0.0,1.0,1.0,3
q00768,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00769,1,query_type_router,vector,0.022222222222222223,0.0,0.0,0.0,45
q00770,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00771,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00772,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00773,3,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00774,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00775,1,query_type_router,vector,0.07142857142857142,0.0,0.0,0.0,14
q00776,1,query_type_router,vector,0.14285714285714285,0.0,0.0,0.0,7
q00777,3,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00778,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00779,1,query_type_router,vector,0.16666666666666666,0.0,0.0,0.0,6
q00780,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00781,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00782,2,query_type_router,type_aware,0.043478260869565216,0.0,0.0,0.0,23
q00783,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00784,1,query_type_router,vector,0.05555555555555555,0.0,0.0,0.0,18
q00785,3,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00786,3,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00787,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00788,1,query_type_router,vector,0.5,0.0,1.0,1.0,2
q00789,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00790,3,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00791,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00792,3,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00793,1,query_type_router,vector,0.010101010101010102,0.0,0.0,0.0,99
q00794,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00795,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00796,1,query_type_router,vector,0.1,0.0,0.0,0.0,10
q00797,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00798,2,query_type_router,type_aware,0.125,0.0,0.0,0.0,8
q00799,1,query_type_router,vector,0.16666666666666666,0.0,0.0,0.0,6
q00800,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00801,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00802,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00803,2,query_type_router,type_aware,0.125,0.0,0.0,0.0,8
q00804,2,query_type_router,type_aware,0.125,0.0,0.0,0.0,8
q00805,2,query_type_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00806,1,query_type_router,vector,0.5,0.0,1.0,1.0,2
q00807,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00808,1,query_type_router,vector,0.07142857142857142,0.0,0.0,0.0,14
q00809,3,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00810,1,query_type_router,vector,0.5,0.0,1.0,1.0,2
q00811,3,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00812,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00813,2,query_type_router,type_aware,0.25,0.0,0.0,1.0,4
q00814,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00815,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00816,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00817,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00818,2,query_type_router,type_aware,0.002145922746781116,0.0,0.0,0.0,466
q00819,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00820,1,query_type_router,vector,0.3333333333333333,0.0,1.0,1.0,3
q00821,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00822,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00823,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q00824,3,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00825,3,query_type_router,type_aware,0.09090909090909091,0.0,0.0,0.0,11
q00826,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00827,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00828,3,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00829,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00830,4,query_type_router,type_aware,0.09090909090909091,0.0,0.0,0.0,11
q00831,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00832,4,query_type_router,type_aware,0.25,0.0,0.0,1.0,4
q00833,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00834,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00835,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00836,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00837,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00838,4,query_type_router,type_aware,0.25,0.0,0.0,1.0,4
q00839,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00841,4,query_type_router,type_aware,0.25,0.0,0.0,1.0,4
q00842,4,query_type_router,type_aware,0.125,0.0,0.0,0.0,8
q00843,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00844,4,query_type_router,type_aware,0.25,0.0,0.0,1.0,4
q00845,4,query_type_router,type_aware,0.06666666666666667,0.0,0.0,0.0,15
q00846,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00847,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00848,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00849,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00850,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00851,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00852,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00853,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00854,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00855,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00856,4,query_type_router,type_aware,0.25,0.0,0.0,1.0,4
q00857,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00858,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00859,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00861,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00862,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00863,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00864,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
